Start_Date,End_Date,Portfolio_Start,Portfolio_End,Portfolio_Return_Pct,QQQ_Return_Pct,Top7,Changes,Leveraged_Return_Pct,AABA-201910_Pct,AABA-201910_$,AABA-201910_Ret,AABA-201910_LevRet,AAPL_Pct,AAPL_$,AAPL_Ret,AAPL_LevRet,ADCT-201012_Pct,ADCT-201012_$,ADCT-201012_Ret,ADCT-201012_LevRet,ADSK_Pct,ADSK_$,ADSK_Ret,ADSK_LevRet,AEP_Pct,AEP_$,AEP_Ret,AEP_LevRet,AES_Pct,AES_$,AES_Ret,AES_LevRet,AFM-200008_Pct,AFM-200008_$,AFM-200008_Ret,AFM-200008_LevRet,AKAM_Pct,AKAM_$,AKAM_Ret,AKAM_LevRet,ALGN_Pct,ALGN_$,ALGN_Ret,ALGN_LevRet,ALTR-201512_Pct,ALTR-201512_$,ALTR-201512_Ret,ALTR-201512_LevRet,ALXN-202107_Pct,ALXN-202107_$,ALXN-202107_Ret,ALXN-202107_LevRet,AMAT_Pct,AMAT_$,AMAT_Ret,AMAT_LevRet,AMD_Pct,AMD_$,AMD_Ret,AMD_LevRet,AMGN_Pct,AMGN_$,AMGN_Ret,AMGN_LevRet,AMZN_Pct,AMZN_$,AMZN_Ret,AMZN_LevRet,AN_Pct,AN_$,AN_Ret,AN_LevRet,ANDW-200712_Pct,ANDW-200712_$,ANDW-200712_Ret,ANDW-200712_LevRet,APCC-200702_Pct,APCC-200702_$,APCC-200702_Ret,APCC-200702_LevRet,APOL-201702_Pct,APOL-201702_$,APOL-201702_Ret,APOL-201702_LevRet,APP_Pct,APP_$,APP_Ret,APP_LevRet,ASML_Pct,ASML_$,ASML_Ret,ASML_LevRet,ATVI-202310_Pct,ATVI-202310_$,ATVI-202310_Ret,ATVI-202310_LevRet,ATYT-200610_Pct,ATYT-200610_$,ATYT-200610_Ret,ATYT-200610_LevRet,AVGO_Pct,AVGO_$,AVGO_Ret,AVGO_LevRet,BB_Pct,BB_$,BB_Ret,BB_LevRet,BGEN-200311_Pct,BGEN-200311_$,BGEN-200311_Ret,BGEN-200311_LevRet,BIDU_Pct,BIDU_$,BIDU_Ret,BIDU_LevRet,BIIB_Pct,BIIB_$,BIIB_Ret,BIIB_LevRet,BKNG_Pct,BKNG_$,BKNG_Ret,BKNG_LevRet,BMET-200709_Pct,BMET-200709_$,BMET-200709_Ret,BMET-200709_LevRet,BMRN_Pct,BMRN_$,BMRN_Ret,BMRN_LevRet,CDNS_Pct,CDNS_$,CDNS_Ret,CDNS_LevRet,CE-200402_Pct,CE-200402_$,CE-200402_Ret,CE-200402_LevRet,CEG_Pct,CEG_$,CEG_Ret,CEG_LevRet,CELG-201911_Pct,CELG-201911_$,CELG-201911_Ret,CELG-201911_LevRet,CEPH-201110_Pct,CEPH-201110_$,CEPH-201110_Ret,CEPH-201110_LevRet,CERN-202206_Pct,CERN-202206_$,CERN-202206_Ret,CERN-202206_LevRet,CHTR_Pct,CHTR_$,CHTR_Ret,CHTR_LevRet,CMCSA_Pct,CMCSA_$,CMCSA_Ret,CMCSA_LevRet,CMCSK-201512_Pct,CMCSK-201512_$,CMCSK-201512_Ret,CMCSK-201512_LevRet,CNTO-199910_Pct,CNTO-199910_$,CNTO-199910_Ret,CNTO-199910_LevRet,COMS-201004_Pct,COMS-201004_$,COMS-201004_Ret,COMS-201004_LevRet,COST_Pct,COST_$,COST_Ret,COST_LevRet,CPRT_Pct,CPRT_$,CPRT_Ret,CPRT_LevRet,CPWR-201412_Pct,CPWR-201412_$,CPWR-201412_Ret,CPWR-201412_LevRet,CRUS_Pct,CRUS_$,CRUS_Ret,CRUS_LevRet,CSCC-199706_Pct,CSCC-199706_$,CSCC-199706_Ret,CSCC-199706_LevRet,CSCO_Pct,CSCO_$,CSCO_Ret,CSCO_LevRet,CSX_Pct,CSX_$,CSX_Ret,CSX_LevRet,CTAS_Pct,CTAS_$,CTAS_Ret,CTAS_LevRet,CTSH_Pct,CTSH_$,CTSH_Ret,CTSH_LevRet,CTXS-202209_Pct,CTXS-202209_$,CTXS-202209_Ret,CTXS-202209_LevRet,DASH_Pct,DASH_$,DASH_Ret,DASH_LevRet,DELL-201310_Pct,DELL-201310_$,DELL-201310_Ret,DELL-201310_LevRet,DLTR_Pct,DLTR_$,DLTR_Ret,DLTR_LevRet,DOCU_Pct,DOCU_$,DOCU_Ret,DOCU_LevRet,DXCM_Pct,DXCM_$,DXCM_Ret,DXCM_LevRet,EA_Pct,EA_$,EA_Ret,EA_LevRet,EBAY_Pct,EBAY_$,EBAY_Ret,EBAY_LevRet,ESRX-201812_Pct,ESRX-201812_$,ESRX-201812_Ret,ESRX-201812_LevRet,EXC_Pct,EXC_$,EXC_Ret,EXC_LevRet,EXPD_Pct,EXPD_$,EXPD_Ret,EXPD_LevRet,EXPE_Pct,EXPE_$,EXPE_Ret,EXPE_LevRet,FFIV_Pct,FFIV_$,FFIV_Ret,FFIV_LevRet,FLIR-202105_Pct,FLIR-202105_$,FLIR-202105_Ret,FLIR-202105_LevRet,FORT-199708_Pct,FORT-199708_$,FORT-199708_Ret,FORT-199708_LevRet,FWLT-201412_Pct,FWLT-201412_$,FWLT-201412_Ret,FWLT-201412_LevRet,GEN_Pct,GEN_$,GEN_Ret,GEN_LevRet,GENZ-201104_Pct,GENZ-201104_$,GENZ-201104_Ret,GENZ-201104_LevRet,GILD_Pct,GILD_$,GILD_Ret,GILD_LevRet,GMCR-201603_Pct,GMCR-201603_$,GMCR-201603_Ret,GMCR-201603_LevRet,GOOG_Pct,GOOG_$,GOOG_Ret,GOOG_LevRet,GOOGL_Pct,GOOGL_$,GOOGL_Ret,GOOGL_LevRet,GRMN_Pct,GRMN_$,GRMN_Ret,GRMN_LevRet,HSIC_Pct,HSIC_$,HSIC_Ret,HSIC_LevRet,IDXX_Pct,IDXX_$,IDXX_Ret,IDXX_LevRet,ILMN_Pct,ILMN_$,ILMN_Ret,ILMN_LevRet,INTC_Pct,INTC_$,INTC_Ret,INTC_LevRet,INTU_Pct,INTU_$,INTU_Ret,INTU_LevRet,ISRG_Pct,ISRG_$,ISRG_Ret,ISRG_LevRet,IT_Pct,IT_$,IT_Ret,IT_LevRet,JD_Pct,JD_$,JD_Ret,JD_LevRet,JNPR-202507_Pct,JNPR-202507_$,JNPR-202507_Ret,JNPR-202507_LevRet,JOY-201704_Pct,JOY-201704_$,JOY-201704_Ret,JOY-201704_LevRet,KLAC_Pct,KLAC_$,KLAC_Ret,KLAC_LevRet,LBTYA_Pct,LBTYA_$,LBTYA_Ret,LBTYA_LevRet,LIFE-201402_Pct,LIFE-201402_$,LIFE-201402_Ret,LIFE-201402_LevRet,LNCR-201208_Pct,LNCR-201208_$,LNCR-201208_Ret,LNCR-201208_LevRet,LRCX_Pct,LRCX_$,LRCX_Ret,LRCX_LevRet,MAR_Pct,MAR_$,MAR_Ret,MAR_LevRet,MAT_Pct,MAT_$,MAT_Ret,MAT_LevRet,MCIP-200601_Pct,MCIP-200601_$,MCIP-200601_Ret,MCIP-200601_LevRet,MDLZ_Pct,MDLZ_$,MDLZ_Ret,MDLZ_LevRet,MFST-199612_Pct,MFST-199612_$,MFST-199612_Ret,MFST-199612_LevRet,MNST_Pct,MNST_$,MNST_Ret,MNST_LevRet,MU_Pct,MU_$,MU_Ret,MU_LevRet,NFLX_Pct,NFLX_$,NFLX_Ret,NFLX_LevRet,NTES_Pct,NTES_$,NTES_Ret,NTES_LevRet,NVDA_Pct,NVDA_$,NVDA_Ret,NVDA_LevRet,NXTL-200508_Pct,NXTL-200508_$,NXTL-200508_Ret,NXTL-200508_LevRet,ORLY_Pct,ORLY_$,ORLY_Ret,ORLY_LevRet,PAYX_Pct,PAYX_$,PAYX_Ret,PAYX_LevRet,PCAR_Pct,PCAR_$,PCAR_Ret,PCAR_LevRet,PDCO-202504_Pct,PDCO-202504_$,PDCO-202504_Ret,PDCO-202504_LevRet,PIXR-200605_Pct,PIXR-200605_$,PIXR-200605_Ret,PIXR-200605_LevRet,PLTR_Pct,PLTR_$,PLTR_Ret,PLTR_LevRet,PSFT-200501_Pct,PSFT-200501_$,PSFT-200501_Ret,PSFT-200501_LevRet,PTON_Pct,PTON_$,PTON_Ret,PTON_LevRet,PYPL_Pct,PYPL_$,PYPL_Ret,PYPL_LevRet,QCOM_Pct,QCOM_$,QCOM_Ret,QCOM_LevRet,ROST_Pct,ROST_$,ROST_Ret,ROST_LevRet,RXSD-200007_Pct,RXSD-200007_$,RXSD-200007_Ret,RXSD-200007_LevRet,RYAAY_Pct,RYAAY_$,RYAAY_Ret,RYAAY_LevRet,SBAC_Pct,SBAC_$,SBAC_Ret,SBAC_LevRet,SBUX_Pct,SBUX_$,SBUX_Ret,SBUX_LevRet,SHLDQ-202210_Pct,SHLDQ-202210_$,SHLDQ-202210_Ret,SHLDQ-202210_LevRet,SIAL-201511_Pct,SIAL-201511_$,SIAL-201511_Ret,SIAL-201511_LevRet,SMLS-199502_Pct,SMLS-199502_$,SMLS-199502_Ret,SMLS-199502_LevRet,SNDK-201605_Pct,SNDK-201605_$,SNDK-201605_Ret,SNDK-201605_LevRet,SPLS-201709_Pct,SPLS-201709_$,SPLS-201709_Ret,SPLS-201709_LevRet,SPOT-200408_Pct,SPOT-200408_$,SPOT-200408_Ret,SPOT-200408_LevRet,SRCL-202411_Pct,SRCL-202411_$,SRCL-202411_Ret,SRCL-202411_LevRet,STRM-199607_Pct,STRM-199607_$,STRM-199607_Ret,STRM-199607_LevRet,STX_Pct,STX_$,STX_Ret,STX_LevRet,TCOMA-199903_Pct,TCOMA-199903_$,TCOMA-199903_Ret,TCOMA-199903_LevRet,TFCF-201903_Pct,TFCF-201903_$,TFCF-201903_Ret,TFCF-201903_LevRet,TFCFA-201903_Pct,TFCFA-201903_$,TFCFA-201903_Ret,TFCFA-201903_LevRet,TIGO_Pct,TIGO_$,TIGO_Ret,TIGO_LevRet,TSLA_Pct,TSLA_$,TSLA_Ret,TSLA_LevRet,TTWO_Pct,TTWO_$,TTWO_Ret,TTWO_LevRet,TWX-201806_Pct,TWX-201806_$,TWX-201806_Ret,TWX-201806_LevRet,ULTA_Pct,ULTA_$,ULTA_Ret,ULTA_LevRet,USRX-199706_Pct,USRX-199706_$,USRX-199706_Ret,USRX-199706_LevRet,VMED-201306_Pct,VMED-201306_$,VMED-201306_Ret,VMED-201306_LevRet,VRSK_Pct,VRSK_$,VRSK_Ret,VRSK_LevRet,VRTX_Pct,VRTX_$,VRTX_Ret,VRTX_LevRet,WBD_Pct,WBD_$,WBD_Ret,WBD_LevRet,WCOEQ-200404_Pct,WCOEQ-200404_$,WCOEQ-200404_Ret,WCOEQ-200404_LevRet,WDC_Pct,WDC_$,WDC_Ret,WDC_LevRet,WFM-201708_Pct,WFM-201708_$,WFM-201708_Ret,WFM-201708_LevRet,WYNN_Pct,WYNN_$,WYNN_Ret,WYNN_LevRet,XAUUSD_Pct,XAUUSD_$,XAUUSD_Ret,XAUUSD_LevRet,XEL_Pct,XEL_$,XEL_Ret,XEL_LevRet,XLNX-202202_Pct,XLNX-202202_$,XLNX-202202_Ret,XLNX-202202_LevRet,ZM_Pct,ZM_$,ZM_Ret,ZM_LevRet
1999-01-29,1999-02-26,1634583.36,1637440.03,0.17,-9.49,GOLD (NDX/XAUUSD=7.44),+XAUUSD,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1634583.36,0.17,0.17,,,,,,,,,,,,
1999-02-26,1999-03-31,1638264.2,1987764.54,21.33,2.75,"AABA-201910, AMZN, AMGN, TCOMA-199903, ORCL, IMNX-200207, JAVA-201001, AMAT, WCOEQ-200404, NSCP-199903",DELL-201310→AMGN,21.33,33.33,546088.07,9.69,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,546088.07,19.92,19.92,33.33,546088.07,34.39,34.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,1999-04-30,1988741.5,2035652.49,2.36,2.38,GOLD (NDX/XAUUSD=7.53),+XAUUSD,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1988741.5,2.36,2.36,,,,,,,,,,,,
1999-04-30,1999-05-31,2036712.83,1920796.57,-5.69,-3.14,GOLD (NDX/XAUUSD=7.46),+XAUUSD,-5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2036712.83,-5.69,-5.69,,,,,,,,,,,,
1999-05-31,1999-06-30,1921826.5,1865971.86,-2.91,13.27,GOLD (NDX/XAUUSD=7.74),+XAUUSD,-2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1921826.5,-2.91,-2.91,,,,,,,,,,,,
1999-06-30,1999-07-30,1866997.48,1820367.03,-2.5,-1.79,GOLD (NDX/XAUUSD=8.76),+XAUUSD,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1866997.48,-2.5,-2.5,,,,,,,,,,,,
1999-07-30,1999-08-31,1821368.6,1818519.37,-0.16,5.47,GOLD (NDX/XAUUSD=8.88),+XAUUSD,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1821368.6,-0.16,-0.16,,,,,,,,,,,,
1999-08-31,1999-09-30,1819374.65,2127235.93,16.92,0.84,GOLD (NDX/XAUUSD=9.39),+XAUUSD,16.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1819374.65,16.92,16.92,,,,,,,,,,,,
1999-09-30,1999-10-29,2128236.6,2126810.65,-0.07,9.24,GOLD (NDX/XAUUSD=8.07),+XAUUSD,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2128236.6,-0.07,-0.07,,,,,,,,,,,,
1999-10-29,1999-11-30,2127837.5,2072198.43,-2.61,12.55,GOLD (NDX/XAUUSD=8.84),+XAUUSD,-2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2127837.5,-2.61,-2.61,,,,,,,,,,,,
1999-11-30,1999-12-31,2073208.87,2051798.79,-1.03,23.48,GOLD (NDX/XAUUSD=10.21),+XAUUSD,-1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2073208.87,-1.03,-1.03,,,,,,,,,,,,
1999-12-31,2000-01-31,2052815.23,2019613.18,-1.62,-1.5,GOLD (NDX/XAUUSD=12.90),+XAUUSD,-1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2052815.23,-1.62,-1.62,,,,,,,,,,,,
