Start_Date,End_Date,Portfolio_Start,Portfolio_End,Portfolio_Return_Pct,Leveraged_Return_Pct,VIX,VIX_Fast,Benchmark_Return_Pct,Top10,Changes,L_Pct,L_Ret,L_LevRet,MRK_Pct,MRK_Ret,MRK_LevRet,NKE_Pct,NKE_Ret,NKE_LevRet,LLY_Pct,LLY_Ret,LLY_LevRet,MO_Pct,MO_Ret,MO_LevRet,PHA-200304_Pct,PHA-200304_Ret,PHA-200304_LevRet,S-200503_Pct,S-200503_Ret,S-200503_LevRet,S-202003_Pct,S-202003_Ret,S-202003_LevRet,GE_Pct,GE_Ret,GE_LevRet,HFS-199712_Pct,HFS-199712_Ret,HFS-199712_LevRet,SWY-201501_Pct,SWY-201501_Ret,SWY-201501_LevRet,INTC_Pct,INTC_Ret,INTC_LevRet,STI-201912_Pct,STI-201912_Ret,STI-201912_LevRet,WLA-200006_Pct,WLA-200006_Ret,WLA-200006_LevRet,KRB-200512_Pct,KRB-200512_Ret,KRB-200512_LevRet,MSFT_Pct,MSFT_Ret,MSFT_LevRet,WB-200812_Pct,WB-200812_Ret,WB-200812_LevRet,TXT_Pct,TXT_Ret,TXT_LevRet,AMAT_Pct,AMAT_Ret,AMAT_LevRet,DELL-201310_Pct,DELL-201310_Ret,DELL-201310_LevRet,CPQ-200205_Pct,CPQ-200205_Ret,CPQ-200205_LevRet,BEN_Pct,BEN_Ret,BEN_LevRet,GAP_Pct,GAP_Ret,GAP_LevRet,FITB_Pct,FITB_Ret,FITB_LevRet,T-200511_Pct,T-200511_Ret,T-200511_LevRet,TCOMA-199903_Pct,TCOMA-199903_Ret,TCOMA-199903_LevRet,HD_Pct,HD_Ret,HD_LevRet,F_Pct,F_Ret,F_LevRet,LU-200611_Pct,LU-200611_Ret,LU-200611_LevRet,TWX-201806_Pct,TWX-201806_Ret,TWX-201806_LevRet,UMG-200006_Pct,UMG-200006_Ret,UMG-200006_LevRet,WMT_Pct,WMT_Ret,WMT_LevRet,EMC-201609_Pct,EMC-201609_Ret,EMC-201609_LevRet,XAUUSD_Pct,XAUUSD_Ret,XAUUSD_LevRet,AMGN_Pct,AMGN_Ret,AMGN_LevRet,JAVA-201001_Pct,JAVA-201001_Ret,JAVA-201001_LevRet,QCOM_Pct,QCOM_Ret,QCOM_LevRet,TXN_Pct,TXN_Ret,TXN_LevRet,CAH_Pct,CAH_Ret,CAH_LevRet,WAMUQ-201203_Pct,WAMUQ-201203_Ret,WAMUQ-201203_LevRet,LOW_Pct,LOW_Ret,LOW_LevRet,CE-200402_Pct,CE-200402_Ret,CE-200402_LevRet,THC_Pct,THC_Ret,THC_LevRet,SO_Pct,SO_Ret,SO_LevRet,GIS_Pct,GIS_Ret,GIS_LevRet,LMT_Pct,LMT_Ret,LMT_LevRet,PG_Pct,PG_Ret,PG_LevRet,UNH_Pct,UNH_Ret,UNH_LevRet,BSX_Pct,BSX_Ret,BSX_LevRet,TRB-200712_Pct,TRB-200712_Ret,TRB-200712_LevRet,FRX-201406_Pct,FRX-201406_Ret,FRX-201406_LevRet,SLM_Pct,SLM_Ret,SLM_LevRet,DNA-200903_Pct,DNA-200903_Ret,DNA-200903_LevRet,EBAY_Pct,EBAY_Ret,EBAY_LevRet,AABA-201910_Pct,AABA-201910_Ret,AABA-201910_LevRet,AMZN_Pct,AMZN_Ret,AMZN_LevRet,BBY_Pct,BBY_Ret,BBY_LevRet,CAT_Pct,CAT_Ret,CAT_LevRet,MSI_Pct,MSI_Ret,MSI_LevRet,OXY_Pct,OXY_Ret,OXY_LevRet,MAS_Pct,MAS_Ret,MAS_LevRet,SBUX_Pct,SBUX_Ret,SBUX_LevRet,SYK_Pct,SYK_Ret,SYK_LevRet,ZBH_Pct,ZBH_Ret,ZBH_LevRet,CFC-200806_Pct,CFC-200806_Ret,CFC-200806_LevRet,BR-200603_Pct,BR-200603_Ret,BR-200603_LevRet,CVX_Pct,CVX_Ret,CVX_LevRet,AET-201811_Pct,AET-201811_Ret,AET-201811_LevRet,EXC_Pct,EXC_Ret,EXC_LevRet,COP_Pct,COP_Ret,COP_LevRet,XOM_Pct,XOM_Ret,XOM_LevRet,DUK_Pct,DUK_Ret,DUK_LevRet,PRU_Pct,PRU_Ret,PRU_LevRet,TXU-200710_Pct,TXU-200710_Ret,TXU-200710_LevRet,VLO_Pct,VLO_Ret,VLO_LevRet,GOOGL_Pct,GOOGL_Ret,GOOGL_LevRet,ELV_Pct,ELV_Ret,ELV_LevRet,LEHMQ-201203_Pct,LEHMQ-201203_Ret,LEHMQ-201203_LevRet,AAPL_Pct,AAPL_Ret,AAPL_LevRet,BNI-201002_Pct,BNI-201002_Ret,BNI-201002_LevRet,GLW_Pct,GLW_Ret,GLW_LevRet,BLS-200612_Pct,BLS-200612_Ret,BLS-200612_LevRet,BKR_Pct,BKR_Ret,BKR_LevRet,ADM_Pct,ADM_Ret,ADM_LevRet,RAI-201707_Pct,RAI-201707_Ret,RAI-201707_LevRet,T_Pct,T_Ret,T_LevRet,CMCSA_Pct,CMCSA_Ret,CMCSA_LevRet,DTV-201507_Pct,DTV-201507_Ret,DTV-201507_LevRet,NEE_Pct,NEE_Ret,NEE_LevRet,SGP-200911_Pct,SGP-200911_Ret,SGP-200911_LevRet,SCCO_Pct,SCCO_Ret,SCCO_LevRet,HON_Pct,HON_Ret,HON_LevRet,MHS-201203_Pct,MHS-201203_Ret,MHS-201203_LevRet,MON-201806_Pct,MON-201806_Ret,MON-201806_LevRet,DE_Pct,DE_Ret,DE_LevRet,APA_Pct,APA_Ret,APA_LevRet,EOG_Pct,EOG_Ret,EOG_LevRet,MOS_Pct,MOS_Ret,MOS_LevRet,BUD-200811_Pct,BUD-200811_Ret,BUD-200811_LevRet,FSLR_Pct,FSLR_Ret,FSLR_LevRet,COV-201501_Pct,COV-201501_Ret,COV-201501_LevRet,LSTZA-201111_Pct,LSTZA-201111_Ret,LSTZA-201111_LevRet,VMW-202311_Pct,VMW-202311_Ret,VMW-202311_LevRet,LVS_Pct,LVS_Ret,LVS_LevRet,CTSH_Pct,CTSH_Ret,CTSH_LevRet,MRO-202411_Pct,MRO-202411_Ret,MRO-202411_LevRet,NOV_Pct,NOV_Ret,NOV_LevRet,BIIB_Pct,BIIB_Ret,BIIB_LevRet,BKNG_Pct,BKNG_Ret,BKNG_LevRet,LYB_Pct,LYB_Ret,LYB_LevRet,MCD_Pct,MCD_Ret,MCD_LevRet,PM_Pct,PM_Ret,PM_LevRet,BMY_Pct,BMY_Ret,BMY_LevRet,TJX_Pct,TJX_Ret,TJX_LevRet,ALL_Pct,ALL_Ret,ALL_LevRet,GILD_Pct,GILD_Ret,GILD_LevRet,TRV_Pct,TRV_Ret,TRV_LevRet,JNJ_Pct,JNJ_Ret,JNJ_LevRet,CME_Pct,CME_Ret,CME_LevRet,STT_Pct,STT_Ret,STT_LevRet,NOC_Pct,NOC_Ret,NOC_LevRet,RTN-202004_Pct,RTN-202004_Ret,RTN-202004_LevRet,BA_Pct,BA_Ret,BA_LevRet,MCK_Pct,MCK_Ret,MCK_LevRet,GD_Pct,GD_Ret,GD_LevRet,WMB_Pct,WMB_Ret,WMB_LevRet,HAL_Pct,HAL_Ret,HAL_LevRet,MU_Pct,MU_Ret,MU_LevRet,AGN-201503_Pct,AGN-201503_Ret,AGN-201503_LevRet,UNP_Pct,UNP_Ret,UNP_LevRet,EQR_Pct,EQR_Ret,EQR_LevRet,CVS_Pct,CVS_Ret,CVS_LevRet,CI_Pct,CI_Ret,CI_LevRet,KR_Pct,KR_Ret,KR_LevRet,PSA_Pct,PSA_Ret,PSA_LevRet,TWC-201605_Pct,TWC-201605_Ret,TWC-201605_LevRet,WM_Pct,WM_Ret,WM_LevRet,SYY_Pct,SYY_Ret,SYY_LevRet,ITW_Pct,ITW_Ret,ITW_LevRet,SE-201702_Pct,SE-201702_Ret,SE-201702_LevRet,CSX_Pct,CSX_Ret,CSX_LevRet,BAC_Pct,BAC_Ret,BAC_LevRet,NVDA_Pct,NVDA_Ret,NVDA_LevRet,MAR_Pct,MAR_Ret,MAR_LevRet,ISRG_Pct,ISRG_Ret,ISRG_LevRet,PYPL_Pct,PYPL_Ret,PYPL_LevRet,ABBV_Pct,ABBV_Ret,ABBV_LevRet,EL_Pct,EL_Ret,EL_LevRet,MA_Pct,MA_Ret,MA_LevRet,NFLX_Pct,NFLX_Ret,NFLX_LevRet,INTU_Pct,INTU_Ret,INTU_LevRet,ZEN-202211_Pct,ZEN-202211_Ret,ZEN-202211_LevRet,HCA_Pct,HCA_Ret,HCA_LevRet,TFCF-201903_Pct,TFCF-201903_Ret,TFCF-201903_LevRet,TFCFA-201903_Pct,TFCFA-201903_Ret,TFCFA-201903_LevRet,AMT_Pct,AMT_Ret,AMT_LevRet,XLNX-202202_Pct,XLNX-202202_Ret,XLNX-202202_LevRet,VEEV_Pct,VEEV_Ret,VEEV_LevRet,YUM_Pct,YUM_Ret,YUM_LevRet,TGT_Pct,TGT_Ret,TGT_LevRet,TSLA_Pct,TSLA_Ret,TSLA_LevRet,REGN_Pct,REGN_Ret,REGN_LevRet,VRTX_Pct,VRTX_Ret,VRTX_LevRet,ZM_Pct,ZM_Ret,ZM_LevRet,XYZ_Pct,XYZ_Ret,XYZ_LevRet,COF_Pct,COF_Ret,COF_LevRet,FDX_Pct,FDX_Ret,FDX_LevRet,FCX_Pct,FCX_Ret,FCX_LevRet,BX_Pct,BX_Ret,BX_LevRet,MRNA_Pct,MRNA_Ret,MRNA_LevRet,GS_Pct,GS_Ret,GS_LevRet,ACN_Pct,ACN_Ret,ACN_LevRet,PLD_Pct,PLD_Ret,PLD_LevRet,MPC_Pct,MPC_Ret,MPC_LevRet,ORCL_Pct,ORCL_Ret,ORCL_LevRet,META_Pct,META_Ret,META_LevRet,AVGO_Pct,AVGO_Ret,AVGO_LevRet,ETN_Pct,ETN_Ret,ETN_LevRet,COST_Pct,COST_Ret,COST_LevRet,PGR_Pct,PGR_Ret,PGR_LevRet,KKR_Pct,KKR_Ret,KKR_LevRet,TMUS_Pct,TMUS_Ret,TMUS_LevRet,SPOT_Pct,SPOT_Ret,SPOT_LevRet,WELL_Pct,WELL_Ret,WELL_LevRet,GEV_Pct,GEV_Ret,GEV_LevRet,PLTR_Pct,PLTR_Ret,PLTR_LevRet,APP_Pct,APP_Ret,APP_LevRet,APH_Pct,APH_Ret,APH_LevRet,GOOG_Pct,GOOG_Ret,GOOG_LevRet,NEM_Pct,NEM_Ret,NEM_LevRet,LRCX_Pct,LRCX_Ret,LRCX_LevRet,SNDK_Pct,SNDK_Ret,SNDK_LevRet,WDC_Pct,WDC_Ret,WDC_LevRet
2002-08-30,2002-09-30,743924.73,766541.53,3.04,3.04,32.6,False,-11.36,"UNH, BSX, LMT, SO, CAG, THC, NOC, UPS, PGN-201207, PGR",PG→BSX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,2.13,2.13,,,,33.33,-1.28,-1.28,33.33,8.27,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,2002-10-31,767499.87,800863.66,4.35,4.35,39.7,False,9.19,"UNH, LMT, BSX, PG, MMM, UPS, KSS, THC, NOC, SYY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-10.47,-10.47,,,,33.33,4.28,4.28,33.33,19.23,19.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-31,2002-11-29,801874.74,793083.95,-1.1,-1.1,31.1,False,5.33,"BSX, UNH, TRB-200712, GDW-200609, SLM, FRX-201406, UPS, BUD-200811, SO, HCA-200611",LMT→TRB-200712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-10.45,-10.45,33.33,11.61,11.61,33.33,-4.46,-4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-29,2002-12-31,794111.32,772955.93,-2.66,-2.66,27.5,False,-6.36,"FRX-201406, BSX, GDW-200609, TRB-200712, UPS, DE, SYY, SLM, PFG, ALL",UNH→FRX-201406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,1.24,1.24,33.33,-0.74,-0.74,33.33,-8.49,-8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,2003-01-31,773946.72,781142.63,0.93,0.93,28.6,False,-2.69,"BSX, SLM, FRX-201406, GDW-200609, UPS, PFG, ALL, SO, AVP-202001, TRB-200712",TRB-200712→SLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-4.87,-4.87,,,,33.33,5.38,5.38,33.33,2.28,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-31,2003-02-28,782116.69,802944.21,2.66,2.66,31.2,False,-1.83,"BSX, FRX-201406, SLM, TRB-200712, GDW-200609, FOX-200503, EBAY, OXY, MMM, AFL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,9.2,9.2,,,,33.33,-3.77,-3.77,33.33,2.56,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-28,2003-03-31,803935.29,811166.33,0.9,0.9,29.6,False,0.91,"BSX, EBAY, SLM, FOX-200503, FRX-201406, GDW-200609, OXY, AFL, BAC, DISH-202312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-7.72,-7.72,,,,33.33,8.37,8.37,33.33,2.05,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,2003-04-30,812158.32,818717.7,0.81,0.81,29.2,False,8.19,"BSX, EBAY, FRX-201406, SLM, GDW-200609, MMM, DISH-202312, UNH, WAMUQ-201203, WWY-200810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,5.62,5.62,,,,33.33,-4.17,-4.17,33.33,0.97,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-30,2003-05-30,819638.5,890144.01,8.6,8.6,21.2,False,4.41,"EBAY, BSX, PGR, SLM, FRX-201406, DISH-202312, GAP, AFL, GDW-200609, AMGN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,21.02,21.02,,,,33.33,-2.36,-2.36,33.33,7.14,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-30,2003-06-30,891040.13,994328.27,11.59,11.59,19.5,False,1.27,"EBAY, BSX, DNA-200903, DISH-202312, PGR, AMGN, OXY, ORCL, FRX-201406, SLM","FRX-201406→DNA-200903, SLM→EBAY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,17.27,17.27,,,,,,,,,,33.33,15.19,15.19,33.33,2.31,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,2003-07-31,995269.82,1057060.64,6.21,6.21,19.5,False,1.41,"DNA-200903, EBAY, BSX, DISH-202312, PGR, FRX-201406, AMGN, SLM, AVP-202001, EMC-201609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,3.49,3.49,,,,,,,,,,33.33,11.97,11.97,33.33,3.17,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-31,2003-08-29,1058071.9,1046286.78,-1.11,-1.11,19.5,False,1.1,"AMZN, EBAY, DNA-200903, GILD, CA-201811, BSX, DISH-202312, NXTL-200508, GENZ-201104, AABA-201910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-4.95,-4.95,,,,,,,,,,33.33,-1.67,-1.67,33.33,3.28,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
