Start_Date,End_Date,Portfolio_Start,Portfolio_End,Portfolio_Return_Pct,Leveraged_Return_Pct,VIX,VIX_Fast,Benchmark_Return_Pct,Top10,Changes,ETR_Pct,ETR_Ret,ETR_LevRet,MKG-200010_Pct,MKG-200010_Ret,MKG-200010_LevRet,RTN-202004_Pct,RTN-202004_Ret,RTN-202004_LevRet,BMY_Pct,BMY_Ret,BMY_LevRet,IBM_Pct,IBM_Ret,IBM_LevRet,JNJ_Pct,JNJ_Ret,JNJ_LevRet,MER-200812_Pct,MER-200812_Ret,MER-200812_LevRet,MRK_Pct,MRK_Ret,MRK_LevRet,NRTLQ-201510_Pct,NRTLQ-201510_Ret,NRTLQ-201510_LevRet,NSC_Pct,NSC_Ret,NSC_LevRet,KO_Pct,KO_Ret,KO_LevRet,GD_Pct,GD_Ret,GD_LevRet,HPQ_Pct,HPQ_Ret,HPQ_LevRet,CCI-199810_Pct,CCI-199810_Ret,CCI-199810_LevRet,UIS_Pct,UIS_Ret,UIS_LevRet,SO_Pct,SO_Ret,SO_LevRet,NSM-201109_Pct,NSM-201109_Ret,NSM-201109_LevRet,AIG_Pct,AIG_Ret,AIG_LevRet,HET-200801_Pct,HET-200801_Ret,HET-200801_LevRet,T-200511_Pct,T-200511_Ret,T-200511_LevRet,WMB_Pct,WMB_Ret,WMB_LevRet,S-200503_Pct,S-200503_Ret,S-200503_LevRet,PHA-200304_Pct,PHA-200304_Ret,PHA-200304_LevRet,CCB-199602_Pct,CCB-199602_Ret,CCB-199602_LevRet,DXC_Pct,DXC_Ret,DXC_LevRet,XRX_Pct,XRX_Ret,XRX_LevRet,BC_Pct,BC_Ret,BC_LevRet,CEN-200711_Pct,CEN-200711_Ret,CEN-200711_LevRet,CHA-200006_Pct,CHA-200006_Ret,CHA-200006_LevRet,AMP-199904_Pct,AMP-199904_Ret,AMP-199904_LevRet,TEK-200711_Pct,TEK-200711_Ret,TEK-200711_LevRet,INTC_Pct,INTC_Ret,INTC_LevRet,OMX-201311_Pct,OMX-201311_Ret,OMX-201311_LevRet,TXN_Pct,TXN_Ret,TXN_LevRet,UCM-200010_Pct,UCM-200010_Ret,UCM-200010_LevRet,CI_Pct,CI_Ret,CI_LevRet,PNU-200003_Pct,PNU-200003_Ret,PNU-200003_LevRet,RTX_Pct,RTX_Ret,RTX_LevRet,ATI_Pct,ATI_Ret,ATI_LevRet,GE_Pct,GE_Ret,GE_LevRet,BAC-199809_Pct,BAC-199809_Ret,BAC-199809_LevRet,XAUUSD_Pct,XAUUSD_Ret,XAUUSD_LevRet,LEHMQ-201203_Pct,LEHMQ-201203_Ret,LEHMQ-201203_LevRet,SLB_Pct,SLB_Ret,SLB_LevRet,BKR_Pct,BKR_Ret,BKR_LevRet,CPB_Pct,CPB_Ret,CPB_LevRet,BAC_Pct,BAC_Ret,BAC_LevRet,AEP_Pct,AEP_Ret,AEP_LevRet,TWX-201806_Pct,TWX-201806_Ret,TWX-201806_LevRet,T_Pct,T_Ret,T_LevRet,AAPL_Pct,AAPL_Ret,AAPL_LevRet,CVX_Pct,CVX_Ret,CVX_LevRet,EMC-201609_Pct,EMC-201609_Ret,EMC-201609_LevRet,GOOGL_Pct,GOOGL_Ret,GOOGL_LevRet,BAX_Pct,BAX_Ret,BAX_LevRet,CL_Pct,CL_Ret,CL_LevRet,WMT_Pct,WMT_Ret,WMT_LevRet,HAL_Pct,HAL_Ret,HAL_LevRet,NOV_Pct,NOV_Ret,NOV_LevRet,BUD-200811_Pct,BUD-200811_Ret,BUD-200811_LevRet,COV-201501_Pct,COV-201501_Ret,COV-201501_LevRet,AMGN_Pct,AMGN_Ret,AMGN_LevRet,MCD_Pct,MCD_Ret,MCD_LevRet,SGP-200911_Pct,SGP-200911_Ret,SGP-200911_LevRet,AMZN_Pct,AMZN_Ret,AMZN_LevRet,F_Pct,F_Ret,F_LevRet,DOW-201708_Pct,DOW-201708_Ret,DOW-201708_LevRet,HSH-201408_Pct,HSH-201408_Ret,HSH-201408_LevRet,BA_Pct,BA_Ret,BA_LevRet,MO_Pct,MO_Ret,MO_LevRet,BRK.B_Pct,BRK.B_Ret,BRK.B_LevRet,VZ_Pct,VZ_Ret,VZ_LevRet,CAT_Pct,CAT_Ret,CAT_LevRet,COP_Pct,COP_Ret,COP_LevRet,PM_Pct,PM_Ret,PM_LevRet,UNH_Pct,UNH_Ret,UNH_LevRet,MA_Pct,MA_Ret,MA_LevRet,HD_Pct,HD_Ret,HD_LevRet,ALL_Pct,ALL_Ret,ALL_LevRet,CMCSA_Pct,CMCSA_Ret,CMCSA_LevRet,GILD_Pct,GILD_Ret,GILD_LevRet,LLY_Pct,LLY_Ret,LLY_LevRet,LMT_Pct,LMT_Ret,LMT_LevRet,META_Pct,META_Ret,META_LevRet,CVS_Pct,CVS_Ret,CVS_LevRet,LOW_Pct,LOW_Ret,LOW_LevRet,SBUX_Pct,SBUX_Ret,SBUX_LevRet,DIS_Pct,DIS_Ret,DIS_LevRet,NKE_Pct,NKE_Ret,NKE_LevRet,GS_Pct,GS_Ret,GS_LevRet,PYPL_Pct,PYPL_Ret,PYPL_LevRet,ABBV_Pct,ABBV_Ret,ABBV_LevRet,NFLX_Pct,NFLX_Ret,NFLX_LevRet,TFCF-201903_Pct,TFCF-201903_Ret,TFCF-201903_LevRet,TFCFA-201903_Pct,TFCFA-201903_Ret,TFCFA-201903_LevRet,EXC_Pct,EXC_Ret,EXC_LevRet,DHR_Pct,DHR_Ret,DHR_LevRet,MDLZ_Pct,MDLZ_Ret,MDLZ_LevRet,PG_Pct,PG_Ret,PG_LevRet,NEE_Pct,NEE_Ret,NEE_LevRet,TGT_Pct,TGT_Ret,TGT_LevRet,NVDA_Pct,NVDA_Ret,NVDA_LevRet,FDX_Pct,FDX_Ret,FDX_LevRet,TSLA_Pct,TSLA_Ret,TSLA_LevRet,COF_Pct,COF_Ret,COF_LevRet,MS_Pct,MS_Ret,MS_LevRet,XOM_Pct,XOM_Ret,XOM_LevRet,AVGO_Pct,AVGO_Ret,AVGO_LevRet,PLTR_Pct,PLTR_Ret,PLTR_LevRet,TMUS_Pct,TMUS_Ret,TMUS_LevRet,BNY_Pct,BNY_Ret,BNY_LevRet,ORCL_Pct,ORCL_Ret,ORCL_LevRet,AMD_Pct,AMD_Ret,AMD_LevRet,GOOG_Pct,GOOG_Ret,GOOG_LevRet,LRCX_Pct,LRCX_Ret,LRCX_LevRet,MU_Pct,MU_Ret,MU_LevRet
2008-09-30,2008-10-31,1901145.59,1703372.08,-10.4,-10.4,39.4,False,-14.59,"BUD-200811, COV-201501, WMT, AMGN, NSC, HNZ-201306, MCD, BAX, CPB, JNJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-9.47,-9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-4.39,-4.39,33.33,-17.35,-17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-31,2008-11-28,1704417.71,1630033.99,-4.36,-4.36,59.9,False,-6.74,"BUD-200811, AMGN, ABT, WMT, CPB, WFC, NSC, SO, COV-201501, USB",COV-201501→AMGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-17.03,-17.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,11.2,11.2,,,,33.33,-7.26,-7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-28,2008-12-31,1631036.7,1626622.65,-0.27,-0.27,55.3,False,-0.31,"CPB, AMGN, WMT, SO, ABT, MCD, WFC, WB-200812, NSC, PG","BUD-200811→CPB, NSC→WMT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-5.55,-5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,0.76,0.76,,,,,,,,,,,,,33.33,3.98,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,2009-01-30,1627724.27,1477571.54,-9.22,-9.23,40.0,False,-9.33,"AMGN, WMT, MCD, BMY, WFC, GILD, SO, LOW, ABT, HD",CPB→MCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-15.95,-15.95,,,,,,,,,,,,,33.33,-5.02,-5.02,33.33,-6.71,-6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-30,2009-02-27,1478698.99,1311542.1,-11.3,-11.3,44.8,False,-11.01,"MCD, AMGN, BMY, WYE-200910, SGP-200911, SO, MDLZ, GILD, XOM, ABT",WMT→BMY,,,,,,,,,,33.33,-14.01,-14.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-10.79,-10.79,33.33,-9.11,-9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-27,2009-03-31,1312466.0,1420577.04,8.24,8.24,46.4,False,8.37,"WYE-200910, AMGN, GILD, ABT, BMY, MCD, SGP-200911, WMT, XOM, AMZN",,,,,,,,,,,33.33,19.07,19.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,1.21,1.21,33.33,4.44,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,2009-04-30,1421630.54,1349430.32,-5.08,-5.08,44.1,False,7.59,"SGP-200911, WYE-200910, BMY, AMGN, AMZN, GILD, VZ, MS, QCOM, WMT",MCD→SGP-200911,,,,,,,,,,33.33,-11.15,-11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-2.12,-2.12,,,,33.33,-1.96,-1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-30,2009-05-29,1350408.78,1380129.89,2.2,2.2,36.5,False,5.31,"SGP-200911, AMZN, WYE-200910, F, HD, BMY, QCOM, AAPL, AMGN, VZ",AMGN→AMZN,,,,,,,,,,33.33,3.75,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,5.99,5.99,33.33,-3.14,-3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-29,2009-06-30,1381079.9,1453753.29,5.26,5.26,28.9,False,0.49,"SGP-200911, F, AMZN, GS, WYE-200910, S-202003, MS, AMGN, QCOM, IBM",BMY→F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,2.95,2.95,33.33,7.27,7.27,33.33,5.57,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,2009-07-31,1454636.06,1647808.37,13.28,13.28,26.4,False,7.12,"SGP-200911, F, S-202003, AMZN, GS, CL, QCOM, MS, WYE-200910, AAPL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,5.53,5.53,33.33,2.51,2.51,33.33,31.8,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-31,2009-08-31,1648821.09,1628110.59,-1.26,-1.26,25.9,False,3.14,"F, SGP-200911, AAPL, TXN, AMZN, GS, CL, ORCL, MMM, EMC-201609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,6.56,6.56,33.33,-5.33,-5.33,33.33,-5.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-31,2009-09-30,1629053.1,1728419.97,6.1,6.1,26.0,False,2.87,"F, SGP-200911, DOW-201708, COF, MMM, AAPL, BAC, AXP, JPM, TXN",AMZN→DOW-201708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,0.25,0.25,,,,33.33,-5.13,-5.13,33.33,23.18,23.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,2009-10-30,1729464.54,1655672.67,-4.27,-4.26,25.6,False,-1.24,"AAPL, DOW-201708, F, EMC-201609, SGP-200911, MMM, GS, AXP, GOOGL, WYE-200910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,0.05,0.05,,,,33.33,-2.91,-2.91,33.33,-9.93,-9.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-30,2009-11-30,1656573.91,1838110.91,10.96,10.96,27.9,False,5.89,"AAPL, SGP-200911, F, EMC-201609, CAT, AMZN, WBA-202508, GOOGL, CL, AVP-202001",DOW-201708→AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,6.05,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-0.18,-0.18,,,,33.33,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-30,2009-12-31,1839057.66,1942508.57,5.63,5.63,24.5,False,0.66,"AMZN, F, AAPL, FCX, GOOGL, CL, EMC-201609, HPQ, CAT, MSFT",SGP-200911→AMZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,5.41,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-1.02,-1.02,33.33,12.49,12.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2010-01-29,1943533.27,1896681.73,-2.41,-2.41,21.7,False,-3.7,"F, GOOGL, AAPL, AMZN, FCX, MO, MA, MMM, IBM, CAT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-8.86,-8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-6.77,-6.77,33.33,8.4,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29,2010-02-26,1897651.81,1956178.79,3.08,3.08,24.6,False,2.22,"F, AAPL, GOOGL, MA, FCX, AMZN, RTX, BA, HAL, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,6.54,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-5.59,-5.59,33.33,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-26,2010-03-31,1957102.88,2117882.09,8.22,8.22,19.5,False,5.7,"F, HSH-201408, HNZ-201306, AAPL, DOW-201708, BA, MO, COST, AMZN, GOOGL",AMZN→HSH-201408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,14.85,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,7.07,7.07,,,,33.33,2.73,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,2010-04-30,2118829.16,2237228.83,5.59,5.59,17.6,False,1.0,"F, AAPL, HNZ-201306, BA, HSH-201408, GD, DOW-201708, RTN-202004, MO, NKE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,3.58,3.58,,,,33.33,2.08,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-30,2010-05-31,2238309.51,2071209.54,-7.47,-7.47,22.0,False,-8.74,"F, AAPL, BA, RTN-202004, MO, HD, HNZ-201306, XRX, HSH-201408, DIS",HSH-201408→BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-1.61,-1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-9.91,-9.91,,,,,,,33.33,-10.88,-10.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31,2010-06-30,2072258.03,1976423.43,-4.62,-4.63,32.1,False,-3.82,"AAPL, MO, HD, HSH-201408, F, HNZ-201306, SO, BA, CPB, RF",BA→MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-3.57,-3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,-11.66,-11.66,,,,,,,,,,33.33,1.35,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-07-30,1977406.4,2011665.33,1.73,1.73,34.5,False,7.04,"AAPL, HSH-201408, BRK.B, BA, CPB, CAT, DD-201708, HNZ-201306, F, MCD","F→BRK.B, MO→HSH-201408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,2.27,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33,4.89,4.89,,,,,,,33.33,-1.97,-1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
